Abbrev,Rxn_Name,Equation,Subsystem,Gene(s),References
PPM,phosphopentomutase,[c] : r1p <==> r5p,Pentose Phosphate Pathway,PAS_chr1-4_0264,
PPNCL2,phosphopantothenate-cysteine ligase,[c] : 4ppan + ctp + cys-L --> 4ppcys + cmp + h + ppi,Pantothenate and CoA Biosynthesis,PAS_chr2-2_0204,
PPND2,prephenate dehydrogenase (NADP),[c] : nadp + pphn --> 34hpp + co2 + nadph,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr2-2_0317,
PPNDH,prephenate dehydratase,[c] : h + pphn --> co2 + h2o + phpyr,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr4_0437,
PPPG9tm,protoporphyrinogen IX mitochondrial transport,pppg9[c] <==> pppg9[m],"Transport, Mitochondrial",NA,
PPPGOm,"protoporphyrinogen oxidase, mitochondrial",[m] : (3) o2 + (2) pppg9 --> (6) h2o + (2) ppp9,Porphyrin and Chlorophyll Metabolism,PAS_chr4_0055,
PPTTm,"trans-pentaprenyltranstransferase, mitochondrial",[m] : ipdp + pendp --> hexdp + ppi,Quinone Biosynthesis,PAS_chr4_0819,
PPYRDC,Phenylpyruvate decarboxylase,[c] : h + phpyr --> co2 + pacald,Complex Alcohol Metabolism,"PAS_chr3_0188, PAS_chr3_0095",
PRAGSr,phosphoribosylglycinamide synthase,[c] : atp + gly + pram <==> adp + gar + h + pi,Purine and Pyrimidine Biosynthesis,PAS_chr3_0770,
PRAIi,phosphoribosylanthranilate isomerase (irreversible),[c] : pran --> 2cpr5p,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr1-3_0029,
PRAIS,phosphoribosylaminoimidazole synthase,[c] : atp + fpram --> adp + air + (2) h + pi,Purine and Pyrimidine Biosynthesis,PAS_chr3_0770,
PRAMPC,phosphoribosyl-AMP cyclohydrolase,[c] : h2o + prbamp --> prfp,Histidine Metabolism,PAS_chr1-4_0160,
PRASCS,phosphoribosylaminoimidazolesuccinocarboxamide synthase,[c] : 5aizc + asp-L + atp <==> 25aics + adp + h + pi,Purine and Pyrimidine Biosynthesis,PAS_chr1-4_0450,
PRATPP,phosphoribosyl-ATP pyrophosphatase,[c] : h2o + prbatp --> h + ppi + prbamp,Histidine Metabolism,PAS_chr1-4_0160,
PRFGS,phosphoribosylformylglycinamidine synthase,[c] : atp + fgam + gln-L + h2o --> adp + fpram + glu-L + h + pi,Purine and Pyrimidine Biosynthesis,PAS_chr1-4_0551,
PRMICIi,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase (irreversible),[c] : prfp --> prlp,Histidine Metabolism,PAS_chr4_0343,
PRO1xm,"proline oxidase (NAD), mitochondrial",[m] : nad + pro-L --> 1pyr5c + (2) h + nadh,Arginine and Proline Metabolism,PAS_chr1-3_0269,
PROt2r,L-proline reversible transport via proton symport,h[e] + pro-L[e] <==> h[c] + pro-L[c],"Transport, Extracellular","PAS_chr2-1_0129, PAS_chr1-1_0030",
PROTRS,Prolyl-tRNA synthetase,[c] : atp + pro-L + trnapro --> amp + ppi + protrna,tRNA charging,"PAS_chr2-2_0209, PAS_chr1-1_0391",
PRPPS,phosphoribosylpyrophosphate synthetase,[c] : atp + r5p <==> amp + h + prpp,Histidine Metabolism,"PAS_chr2-2_0174, PAS_chr3_0062, PAS_chr1-1_0436, PAS_chr1-1_0006",
PSCVTi,"3-phosphoshikimate 1-carboxyvinyltransferase, irreversible",[c] : pep + skm5p --> 3psme + pi,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr3_0506,
PSERDg_PP,"phosphatidylserine decarboxylase, yeast-specific, Golgi",[g] : h + ps_PP --> co2 + pe_PP,Phospholipid Biosynthesis,PAS_chr3_1127,
PSERDm_PP,"phosphatidylserine decarboxylase, yeast-specific, mitochondrial",[m] : h + ps_PP --> co2 + pe_PP,Phospholipid Biosynthesis,PAS_chr1-4_0019,
PSERDv_PP,"phosphatidylserine decarboxylase, yeast-specific, vacuolar",[v] : h + ps_PP --> co2 + pe_PP,Phospholipid Biosynthesis,PAS_chr3_1127,
PSERS_PP,"phosphatidylserine synthase, yeast-specific",[c] : cdpdag_PP + ser-L <==> cmp + h + ps_PP,Phospholipid Biosynthesis,PAS_chr1-1_0420,
PSERSm_PP,"phosphatidylserine synthase, yeast-specific, mitochondrial",[m] : cdpdag_PP + ser-L <==> cmp + h + ps_PP,Phospholipid Biosynthesis,PAS_chr1-1_0420,
PSERT,phosphoserine transaminase,[c] : 3php + glu-L --> akg + pser-L,Glycine and Serine Metabolism,PAS_chr3_0566,
PSP_L,phosphoserine phosphatase (L-serine),[c] : h2o + pser-L --> pi + ser-L,Glycine and Serine Metabolism,PAS_chr4_0285,
PSPHPL,phytosphingosine phosphate lyase,[c] : psph1p --> 2hhxdal + ethamp,Sphingolipid Metabolism,PAS_chr4_0598,
PSPHS,Phytosphingosine synthesis,[c] : h + nadph + o2 + sphgn --> h2o + nadp + psphings,Sphingolipid Metabolism,PAS_chr3_0425,
PStm_PP,"phosphatidylserine mitochondrial  transport, yeast-specific",ps_PP[c] <==> ps_PP[m],"Transport, Mitochondrial",NA,
PStv_PP,"phosphatidylserine vacuolar transport, yeast-specific",ps_PP[c] <==> ps_PP[v],"Transport, Vacuolar",NA,
PTE10x,peroxisomal acyl-CoA thioesterase,[x] : dcacoa + h2o --> coa + dca + h,Fatty Acid Degradation,PAS_chr2-1_0545,
PTE11x,peroxisomal acyl-CoA thioesterase,[x] : ddcacoa + h2o --> coa + ddca + h,Fatty Acid Degradation,PAS_chr2-1_0545,
PTE12x,peroxisomal acyl-CoA thioesterase,[x] : h2o + ttccoa --> coa + h + ttc,Fatty Acid Degradation,PAS_chr2-1_0545,
PTE2x,peroxisomal acyl-CoA thioesterase,[x] : h2o + pmtcoa --> coa + h + hdca,Fatty Acid Degradation,PAS_chr2-1_0545,
PTE7x,peroxisomal acyl-CoA thioesterase,[x] : h2o + tdcoa --> coa + h + ttdca,Fatty Acid Degradation,PAS_chr2-1_0545,
PTE8x,peroxisomal acyl-CoA thioesterase,[x] : h2o + stcoa --> coa + h + ocdca,Fatty Acid Degradation,PAS_chr2-1_0545,
PTE9x,peroxisomal acyl-CoA thioesterase,[x] : h2o + occoa --> coa + h + octa,Fatty Acid Degradation,PAS_chr2-1_0545,
PTPATi,pantetheine-phosphate adenylyltransferase,[c] : atp + h + pan4p --> dpcoa + ppi,Pantothenate and CoA Biosynthesis,PAS_chr4_0023,
PTRCt3i,"putrescine transport in via proton antiport, irreversible",h[c] + ptrc[e] --> h[e] + ptrc[c],"Transport, Extracellular","PAS_chr1-4_0194, PAS_chr4_0836",
PTRCtex2,putrescine excretion (cytosol to extracellular),ptrc[c] --> ptrc[e],"Transport, Extracellular",PAS_chr2-2_0101,
PUNP1,purine-nucleoside phosphorylase (Adenosine),[c] : adn + pi <==> ade + r1p,Nucleotide Salvage Pathway,PAS_chr1-1_0132,
PUNP1m,"purine-nucleoside phosphorylase (Adenosine), mitochondrial",[m] : adn + pi <==> ade + r1p,NAD Biosynthesis,PAS_chr1-1_0132,
PUNP2,purine-nucleoside phosphorylase (Deoxyadenosine),[c] : dad-2 + pi <==> 2dr1p + ade,Nucleotide Salvage Pathway,PAS_chr1-1_0132,
PUNP3,purine-nucleoside phosphorylase (Guanosine),[c] : gsn + pi <==> gua + r1p,Nucleotide Salvage Pathway,PAS_chr1-1_0132,
PUNP3m,"purine-nucleoside phosphorylase (Guanosine), mitochondrial",[m] : gsn + pi <==> gua + r1p,NAD Biosynthesis,PAS_chr1-1_0132,
PUNP4,purine-nucleoside phosphorylase (Deoxyguanosine),[c] : dgsn + pi <==> 2dr1p + gua,Nucleotide Salvage Pathway,PAS_chr1-1_0132,
PUNP5,purine-nucleoside phosphorylase (Inosine),[c] : ins + pi <==> hxan + r1p,Nucleotide Salvage Pathway,PAS_chr1-1_0132,
PUNP6,purine-nucleoside phosphorylase (Deoxyinosine),[c] : din + pi <==> 2dr1p + hxan,Nucleotide Salvage Pathway,PAS_chr1-1_0132,
PUNP7,purine-nucleoside phosphorylase (Xanthosine),[c] : pi + xtsn <==> r1p + xan,Nucleotide Salvage Pathway,PAS_chr1-1_0132,
PYAM5PO,pyridoxamine 5'-phosphate oxidase,[c] : h2o + o2 + pyam5p --> h2o2 + nh4 + pydx5p,Pyridoxine Metabolism,PAS_chr1-1_0448,
PYDXNO,pyridoxine oxidase,[c] : o2 + pydxn <==> h2o2 + pydx,Pyridoxine Metabolism,PAS_chr1-1_0448,
PYDXO,pyridoxal oxidase,[c] : (2) h2o + nh4 + (0.5) o2 + pydx <==> (2) h2o2 + pydam,Pyridoxine Metabolism,PAS_chr1-1_0448,
PYK,pyruvate kinase,[c] : adp + h + pep --> atp + pyr,Glycolysis/Gluconeogenesis,PAS_chr2-1_0769,
PYMDSYN,Pyrimidine moiety synthesis,[c] : his-L + pydxn --> 4ahmmp,Thiamine Metabolism,NA,
PYR5CDm,"D1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",[m] : glu5sa + h2o + nadp --> glu-L + (2) h + nadph,Glutamate metabolism,PAS_chr2-2_0496,
PYRDC,pyruvate decarboxylase,[c] : h + pyr --> acald + co2,Pyruvate Metabolism,PAS_chr3_0188,
PYRDC2,pyruvate decarboxylase (acetoin-forming),[c] : acald + h + pyr --> actn-R + co2,Pyruvate Metabolism,PAS_chr3_0188,
PYRt,"Pyruvate exchange, diffusion",pyr[c] --> pyr[e],"Transport, Extracellular",NA,
PYRt2,pyruvate transport in via proton symport,h[e] + pyr[e] --> h[c] + pyr[c],"Transport, Extracellular",PAS_chr3_0440,
PYRt2m,pyruvate mitochondrial transport via proton symport,h[c] + pyr[c] <==> h[m] + pyr[m],"Transport, Mitochondrial",NA,
QUILSYN,Quinolinate Synthase (Eukaryotic),[c] : cmusa --> h + h2o + quln,Quinone Biosynthesis,NA,
RBFK,riboflavin kinase,[c] : atp + ribflv --> adp + fmn + h,Riboflavin Metabolism,PAS_chr4_0996,
RBFKm,"riboflavin kinase, mitochondrial",[m] : atp + ribflv --> adp + fmn + h,Riboflavin Metabolism,PAS_chr4_0996,
RBFSa,riboflavin synthase,[c] : 4r5au + db4p --> dmlz + (2) h2o + pi,Riboflavin Metabolism,PAS_chr3_1037,
RBFSb,riboflavin synthase,[c] : (2) dmlz --> 4r5au + ribflv,Riboflavin Metabolism,PAS_chr4_0081,
RBK,ribokinase,[c] : atp + rib-D --> adp + h + r5p,Pentose Phosphate Pathway,PAS_chr3_0604,
RIBFLVt2,riboflavin transport in via proton symport,h[e] + ribflv[e] --> h[c] + ribflv[c],"Transport, Extracellular",NA,
RIBt2,ribose transport in via proton symporter,h[e] + rib-D[e] --> h[c] + rib-D[c],"Transport, Extracellular",NA,
RNDR1,ribonucleoside-diphosphate reductase (ADP),[c] : adp + trdrd --> dadp + h2o + trdox,Nucleotide Salvage Pathway,"PAS_chr4_0197+PAS_chr1-1_0282, PAS_chr4_0284",
RNDR1n,"ribonucleoside-diphosphate reductase, nuclear",[n] : adp + trdrd --> dadp + h2o + trdox,Nucleotide Salvage Pathway,"PAS_chr4_0284, PAS_chr4_0197+PAS_chr1-1_0282",
RNDR2,ribonucleoside-diphosphate reductase (GDP),[c] : gdp + trdrd --> dgdp + h2o + trdox,Nucleotide Salvage Pathway,"PAS_chr4_0284, PAS_chr1-1_0282+PAS_chr4_0197",
RNDR2n,"ribonucleoside-diphosphate reductase (GDP), nuclear",[n] : gdp + trdrd --> dgdp + h2o + trdox,Nucleotide Salvage Pathway,"PAS_chr4_0284, PAS_chr4_0197+PAS_chr1-1_0282",
RNDR3,ribonucleoside-diphosphate reductase (CDP),[c] : cdp + trdrd --> dcdp + h2o + trdox,Nucleotide Salvage Pathway,"PAS_chr4_0284, PAS_chr1-1_0282+PAS_chr4_0197",
RNDR3n,"ribonucleoside-diphosphate reductase (CDP), nuclear",[n] : cdp + trdrd --> dcdp + h2o + trdox,Nucleotide Salvage Pathway,"PAS_chr4_0284, PAS_chr4_0197+PAS_chr1-1_0282",
RNDR4,ribonucleoside-diphosphate reductase (UDP),[c] : trdrd + udp --> dudp + h2o + trdox,Nucleotide Salvage Pathway,"PAS_chr4_0284, PAS_chr1-1_0282+PAS_chr4_0197",
RNDR4n,"ribonucleoside-diphosphate reductase (UDP), nuclear",[n] : trdrd + udp --> dudp + h2o + trdox,Nucleotide Salvage Pathway,"PAS_chr4_0284, PAS_chr4_0197+PAS_chr1-1_0282",
RNMK,ribosylnicotinamide kinase,[c] : atp + rnam --> adp + h + nmn,NAD Biosynthesis,PAS_chr2-2_0359,
RNTR1,ribonucleoside-triphosphate reductase (ATP),[c] : atp + trdrd --> datp + h2o + trdox,Nucleotide Salvage Pathway,PAS_chr4_0284,
RNTR2,ribonucleoside-triphosphate reductase (GTP),[c] : gtp + trdrd --> dgtp + h2o + trdox,Nucleotide Salvage Pathway,PAS_chr4_0284,
RNTR3,ribonucleoside-triphosphate reductase (CTP),[c] : ctp + trdrd --> dctp + h2o + trdox,Nucleotide Salvage Pathway,PAS_chr4_0284,
RNTR4,ribonucleoside-triphosphate reductase (UTP),[c] : trdrd + utp --> dutp + h2o + trdox,Nucleotide Salvage Pathway,PAS_chr4_0284,
RPE,ribulose 5-phosphate 3-epimerase,[c] : ru5p-D <==> xu5p-D,Pentose Phosphate Pathway,"RPPA11109, RPPA11110",
RPI,ribose-5-phosphate isomerase,[c] : r5p <==> ru5p-D,Pentose Phosphate Pathway,"PAS_chr4_0212, PAS_chr4_0213",
SACCD1,"saccharopine dehydrogenase (NADP, L-glutamate forming)",[c] : L2aadp6sa + glu-L + h + nadph <==> h2o + nadp + saccrp-L,Threonine and Lysine Metabolism,PAS_chr3_0528,
SACCD2,"saccharopine dehydrogenase (NAD, L-lysine forming)",[c] : h2o + nad + saccrp-L <==> akg + h + lys-L + nadh,Threonine and Lysine Metabolism,PAS_chr1-1_0447,
SADT,sulfate adenylyltransferase,[c] : atp + h + so4 --> aps + ppi,Cysteine Metabolism,PAS_chr1-4_0253,
SAM24MT,S-adenosyl-methionine delta-24-sterol-c-methyltransferase,[c] : amet + zymst --> ahcys + fecost + h,Sterol Metabolism,PAS_chr3_0371,
SBPP1er,"sphingoid base-phosphate phosphatase (sphinganine 1-phosphatase), endoplasmic reticulum",[r] : h2o + sph1p --> pi + sphgn,Sphingolipid Metabolism,PAS_chr3_0597,
SBPP2er,"sphingoid base-phosphate phosphatase (phytosphingosine 1-phosphate), endoplasmic reticulum",[r] : h2o + psph1p --> pi + psphings,Sphingolipid Metabolism,PAS_chr3_0597,
SBT_Dt,D-sorbitol transport via passive diffusion,sbt-D[e] <==> sbt-D[c],"Transport, Extracellular",NA,
SBT_Lt,L-sorbitol transport via passive diffusion,sbt-L[e] <==> sbt-L[c],"Transport, Extracellular",NA,
SBTD_D2,D-sorbitol dehydrogenase (D-fructose producing),[c] : nad + sbt-D --> fru + h + nadh,Alternate Carbon Metabolism,PAS_chr1-1_0490,
SBTD_L,L-sorbitol dehydrogenase (L-sorbose-producing),[c] : nad + sbt-L --> h + nadh + srb-L,Alternate Carbon Metabolism,PAS_chr1-1_0490,
SBTR,D-sorbitol reductase,[c] : glc-D + h + nadph --> nadp + sbt-D,Alternate Carbon Metabolism,PAS_chr3_0744,
SERD_L,L-serine deaminase,[c] : ser-L --> nh4 + pyr,Glycine and Serine Metabolism,PAS_chr2-2_0408,
SERPT,serine C-palmitoyltransferase,[c] : h + pmtcoa + ser-L --> 3dsphgn + co2 + coa,Sphingolipid Metabolism,PAS_FragB_0040+PAS_chr3_0733,
SERt2m,serine mitochondrial transport via proton symport,h[c] + ser-L[c] <==> h[m] + ser-L[m],"Transport, Mitochondrial",NA,
SERt2r,L-serine reversible transport via proton symport,h[e] + ser-L[e] <==> h[c] + ser-L[c],"Transport, Extracellular","PAS_chr4_0287, PAS_chr1-4_0479, PAS_chr1-1_0203, PAS_chr1-4_0601, PAS_chr1-1_0030",
SERTRS,Seryl-tRNA synthetase,[c] : atp + ser-L + trnaser --> amp + ppi + sertrna,tRNA charging,"PAS_chr1-4_0104, PAS_chr1-4_0463",
SFGTH,S-Formylglutathione hydralase,[c] : Sfglutth + h2o <==> for + gthrd + h,Methanol Metabolism,PAS_chr3_0867,[10]
SHCHD,sirohydrochlorin dehydrogenase,[c] : dscl + nadp --> h + nadph + scl,Porphyrin and Chlorophyll Metabolism,PAS_chr1-4_0222,
SHCHF,sirohydrochlorin ferrochetalase,[c] : fe2 + scl --> (3) h + sheme,Porphyrin and Chlorophyll Metabolism,PAS_chr1-4_0222,
SHK3D,shikimate dehydrogenase,[c] : 3dhsk + h + nadph --> nadp + skm,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr3_0506,
SHKK,shikimate kinase,[c] : atp + skm --> adp + h + skm5p,"Tyrosine, Tryptophan, and Phenylalanine Metabolism",PAS_chr3_0506,
SLCBK1,sphingolipid long chain base kinase (sphinganine),[c] : atp + sphgn --> adp + h + sph1p,Sphingolipid Metabolism,PAS_chr3_0399,
SLCBK2,sphingolipid long chain base kinase (phytosphingosine),[c] : atp + psphings --> adp + h + psph1p,Sphingolipid Metabolism,PAS_chr3_0399,
SLFAT,sulfate adenylyltransferase (ADP),[c] : adp + h + so4 <==> aps + pi,Cysteine Metabolism,PAS_chr1-1_0323,
SO3ti,"sulfite transport (efflux, cytosol to extracellular)",so3[c] --> so3[e],"Transport, Extracellular",PAS_chr2-2_0276,
SO4ti,sulfate irreversible uniport,so4[e] --> so4[c],"Transport, Extracellular","PAS_chr1-1_0266, PAS_chr3_0489",
SPHPL,sphinganine phosphate lyase,[c] : sph1p --> ethamp + hxdcal,Sphingolipid Metabolism,PAS_chr4_0598,
SPMDt3i,spermidine transport in via proton antiport,h[c] + spmd[e] --> h[e] + spmd[c],"Transport, Extracellular","PAS_chr1-4_0194, PAS_chr4_0836",
SPMDtex2,spermidine excretion (cytosol to extracellular),spmd[c] --> spmd[e],"Transport, Extracellular",PAS_chr2-2_0101,
SPMS,spermidine synthase,[c] : ametam + ptrc --> 5mta + h + spmd,Arginine and Proline Metabolism,PAS_chr2-1_0885,
SPRMS,spermine synthase,[c] : ametam + spmd --> 5mta + h + sprm,Arginine and Proline Metabolism,PAS_chr4_0648,
SPRMt2i,spermine transport via proton antiport irreversible,h[c] + sprm[e] --> h[e] + sprm[c],"Transport, Extracellular","PAS_chr1-4_0194, PAS_chr4_0836, PAS_chr1-4_0090",
SQ23EPXter,"Squalene-2,3-epoxide endoplamic reticular transport",Ssq23epx[r] <==> Ssq23epx[c],"Transport, Endoplasmic Reticular",NA,
SQLEr,"Squalene epoxidase, endoplasmic reticular (NADP)",[r] : h + nadph + o2 + sql --> Ssq23epx + h2o + nadp,Sterol Metabolism,"PAS_chr4_0806, PAS_chr3_0124",
SQLErx,"Squalene epoxidase, endoplasmic reticular (NAD)",[r] : h + nadh + o2 + sql --> Ssq23epx + h2o + nad,Sterol Metabolism,"PAS_chr3_0124, PAS_chr4_0953, PAS_chr4_0737, PAS_chr4_0149",
SQLS,Squalene synthase,[c] : (2) frdp + h + nadph --> nadp + (2) ppi + sql,Sterol Metabolism,PAS_chr3_0317,
SQLter,squalene endoplamic reticular transport,sql[c] <==> sql[r],"Transport, Endoplasmic Reticular",NA,
SRB_Lt,L-sorbose reversible transport,srb-L[e] <==> srb-L[c],"Transport, Extracellular",NA,
SSALy,succinate-semialdehyde dehydrogenase (NADP),[c] : h2o + nadp + sucsal --> (2) h + nadph + succ,Glutamate metabolism,PAS_chr1-3_0024,
SUCCt2r,succinate transport via proton symport,h[e] + succ[e] <==> h[c] + succ[c],"Transport, Extracellular",NA,
SUCCtm,"succinate transport, mitochondrial",pi[m] + succ[c] --> pi[c] + succ[m],"Transport, Mitochondrial",PAS_chr4_0877,
SUCD1m,succinate dehydrogenase,[m] : fad + succ <==> fadh2 + fum,Oxidative Phosphorylation,PAS_chr2-2_0283+PAS_chr3_1111+PAS_chr1-4_0487+PAS_chr4_0733,
SUCD2_u6m,"succinate dehydrogenase (ubiquinone-6), mitochondrial",[m] : q6 + succ <==> fum + q6h2,Citric Acid Cycle,PAS_chr2-2_0283+PAS_chr3_1111+PAS_chr1-4_0487+PAS_chr4_0733,
SUCD3-u6m,"succinate dehydrogenase (ubiquinone-6), mitochondrial",[m] : fadh2 + q6 <==> fad + q6h2,Oxidative Phosphorylation,PAS_chr2-2_0283+PAS_chr3_1111+PAS_chr1-4_0487+PAS_chr4_0733,
SUCFUMtm,"succinate-fumarate transport, mitochondrial",fum[m] + succ[c] --> fum[c] + succ[m],"Transport, Mitochondrial","PAS_chr4_0877, PAS_chr4_0688",
SUCOASm,Succinate--CoA ligase (ADP-forming),[m] : atp + coa + succ <==> adp + pi + succoa,Citric Acid Cycle,PAS_chr2-2_0407+PAS_chr3_0831,
SULR,sulfite reductase (NADPH2),[c] : (3) h2o + h2s + (3) nadp <==> (5) h + (3) nadph + so3,Cysteine Metabolism,"PAS_chr4_0369, PAS_chr3_1084",
T4HCINNMFM,4-hydroxycinnamate formation,[m] : 34hpl --> T4hcinnm + h2o,Quinone Biosynthesis,NA,
TAGL_PP,"Triacylglycerol lipase, yeast-specific",[c] : h2o + triglyc_PP --> 12dgr_PP + h + (0.16654) hdca + (0.05956) hdcea + (0.03292) ocdca + (0.33054) ocdcea + (0.41044) ocdcya,Glycerolipid Metabolism,"PAS_chr2-1_0279, PAS_chr2-1_0794",
TALA,transaldolase,[c] : g3p + s7p <==> e4p + f6p,Pentose Phosphate Pathway,PAS_chr2-2_0337,
TAUDO,Taurine dioxygenase,[c] : akg + o2 + taur --> aacald + co2 + h + so3 + succ,Taurine Metabolism,PAS_c034_0014,
TCHOLAabcv,Taurcholate via ABC system (vacuolar),atp[v] + h2o[v] + tchola[c] --> adp[v] + h[v] + pi[v] + tchola[v],"Transport, Vacuolar",PAS_chr1-1_0220,
THFATm,"tetrahydrofolate aminomethyltransferase, mitochondrial",[m] : h2o + methf --> 5fthf + h,Folate Metabolism,"PAS_FragB_0053, PAS_chr2-2_0492, PAS_FragB_0009, PAS_chr1-4_0593+PAS_chr2-2_0294",
THFGLUS,Tetrahydrofolate:L-glutamate gamma-ligase (ADP-forming),[c] : atp + glu-L + thf <==> adp + h + pi + thfglu,Folate Metabolism,"PAS_chr1-4_0009, PAS_chr4_0196",
THIORDXi,hydrogen peroxide reductase (thioredoxin),[c] : h2o2 + trdrd --> (2) h2o + trdox,Other,"PAS_chr2-2_0220, PAS_chr4_0284",
THIORDXm,"hydrogen peroxide reductase (thioredoxin), mitochondrial",[m] : h2o2 + trdrd <==> (2) h2o + trdox,Other,"PAS_chr4_0284, PAS_chr3_0906",
THIORDXni,"Thioredoxin, nuclear, irreversible",[n] : h2o2 + trdrd --> (2) h2o + trdox,Other,"PAS_chr4_0284, PAS_chr1-1_0155",
THIORDXp,"hydrogen peroxide reductase (thioredoxin), peroxisomal",[x] : h2o2 + trdrd <==> (2) h2o + trdox,Other,"PAS_chr4_0284, PAS_chr1-4_0659",
THMDPe,"thiamin diphosphatase, extracellular",[e] : (2) h2o + thmpp --> h + (2) pi + thm,Thiamine Metabolism,PAS_chr2-1_0103,
THMDt2,thymidine transport in via proton symport,h[e] + thymd[e] --> h[c] + thymd[c],"Transport, Extracellular",NA,
THMP,thiamin phosphatase,[c] : h2o + thmmp --> pi + thm,Thiamine Metabolism,NA,
THMPe,"thiamin phosphatase, extracellular",[e] : h2o + thmmp --> pi + thm,Thiamine Metabolism,PAS_chr2-1_0103,
THMPPt2m,"Thiamine diphosphate transport, mitochondria",thmpp[c] --> thmpp[m],"Transport, Mitochondrial",PAS_chr3_0756,
THMt2,Thiamine transport in via proton symport,h[e] + thm[e] --> h[c] + thm[c],"Transport, Extracellular",PAS_chr3_0649,
THRA2i,L-allo-Threonine Aldolase,[c] : athr-L --> acald + gly,Threonine and Lysine Metabolism,PAS_chr4_0112,
THRAi,Threonine aldolase,[c] : thr-L --> acald + gly,Threonine and Lysine Metabolism,PAS_chr4_0112,
THRD_L,L-threonine deaminase,[c] : thr-L --> 2obut + nh4,Threonine and Lysine Metabolism,"PAS_chr1-4_0243, PAS_chr2-2_0408",
THRD_Lm,"L-threonine deaminase, mitochondrial",[m] : thr-L --> 2obut + nh4,Threonine and Lysine Metabolism,PAS_chr1-4_0243,
THRS,threonine synthase,[c] : h2o + phom --> pi + thr-L,Threonine and Lysine Metabolism,PAS_chr2-1_0269,
THRt2m,threonine mitochondrial transport via proton symport,h[c] + thr-L[c] <==> h[m] + thr-L[m],"Transport, Mitochondrial",NA,
THRt2r,L-threonine reversible transport via proton symport,h[e] + thr-L[e] <==> h[c] + thr-L[c],"Transport, Extracellular","PAS_chr1-4_0479, PAS_chr1-1_0203, PAS_chr1-1_0030",
THRTRS,Threonyl-tRNA synthetase,[c] : atp + thr-L + trnathr --> amp + ppi + thrtrna,tRNA charging,PAS_chr2-2_0238,
THRTRSm,"threonyl-tRNA synthetase, mitochondrial",[m] : atp + thr-L + trnathr --> amp + ppi + thrtrna,tRNA charging,PAS_chr2-1_0673,
THYMt3r,thymine reversible transport via proton antiport,h[e] + thym[c] <==> h[c] + thym[e],"Transport, Extracellular",NA,
THZPSN1_PP,"thiazole phosphate synthesis (xylulose 5-phosphate), yeast-specific",[c] : achms + cys-L + gly + h + xu5p-D --> 4abut + 4mpetz + ac + co2 + (3) h2o + nh4 + pyr,Thiamine Metabolism,PAS_chr3_0648,
THZPSN2_PP,"thiazole phosphate synthesis (ribose 5-phosphate), yeast-specifc",[c] : achms + cys-L + gly + h + r5p --> 4abut + 4mpetz + ac + co2 + (3) h2o + nh4 + pyr,Thiamine Metabolism,PAS_chr3_0648,
TKT1,transketolase,[c] : r5p + xu5p-D <==> g3p + s7p,Pentose Phosphate Pathway,"PAS_chr1-4_0150, PAS_chr3_0834, PAS_chr3_0832",
TKT2,transketolase,[c] : e4p + xu5p-D <==> f6p + g3p,Pentose Phosphate Pathway,"PAS_chr1-4_0150, PAS_chr3_0834, PAS_chr3_0832",
TMDPK,thiamine diphosphokinase,[c] : atp + thm --> amp + h + thmpp,Thiamine Metabolism,PAS_chr3_0052,
TMDPP,thymidine phosphorylase,[c] : pi + thymd <==> 2dr1p + thym,Purine and Pyrimidine Biosynthesis,PAS_chr1-1_0132,
TMDPPK,thiamine-diphosphate kinase,[c] : atp + thmpp --> adp + thmtp,Thiamine Metabolism,PAS_chr3_0052,
TMDS,thymidylate synthase,[c] : dump + mlthf --> dhf + dtmp,Purine and Pyrimidine Biosynthesis,PAS_chr3_0996,
TMPPP,thiamine-phosphate diphosphorylase,[c] : 2mahmp + 4mpetz + h --> ppi + thmmp,Thiamine Metabolism,PAS_chr3_0843,
TPI,triose-phosphate isomerase,[c] : dhap <==> g3p,Glycolysis/Gluconeogenesis,PAS_chr3_0951,
TRDOXtp,oxidized thioredoxin peroxisomal transport via diffusion,trdox[c] <==> trdox[x],"Transport, Peroxisomal",NA,
TRDR,thioredoxin reductase (NADPH),[c] : h + nadph + trdox --> nadp + trdrd,Purine and Pyrimidine Biosynthesis,"PAS_chr2-2_0480, PAS_chr4_0284",
TRDRDtp,reduced thioredoxin peroxisomal transport via diffusion,trdrd[c] <==> trdrd[x],"Transport, Peroxisomal",NA,
TRDRm,thioredoxin reductase (NADPH),[m] : h + nadph + trdox --> nadp + trdrd,Purine and Pyrimidine Biosynthesis,"PAS_chr2-2_0480, PAS_chr4_0284",
TRE6PP,trehalose-phosphatase,[c] : h2o + tre6p --> pi + tre,Alternate Carbon Metabolism,PAS_c131_0017+PAS_chr1-3_0054+PAS_chr2-1_0739,
